therapist_consistency_id,therapist_id,therapist_name,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,therapist_role,employment_type,active_flag,hours_available,hours_sold,utilization_percent,revenue_eur,yield_eur_per_sold_hour,revpath_proxy_eur_per_available_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_impact_rate_percent,complaint_rate_percent,service_recovery_rate_percent,schedule_adherence_percent,attendance_reliability_percent,performance_level_score,utilization_stability_score,yield_stability_score,guest_quality_stability_score,commercial_consistency_score,attendance_consistency_score,variance_penalty_score,market_fairness_modifier_score,therapist_consistency_score_0_100,therapist_consistency_band,consistency_primary_gap,consistency_secondary_gap,consistency_variance_flag,coach_priority_flag,burnout_risk_flag,score_confidence_level,observed_weeks_count,observed_months_count,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status,month_id,avg_schedule_stability_score_0_100,avg_workload_density_ratio,productive_utilization_ratio,idle_hour_ratio,overtime_hour_ratio,coverage_gap_day_ratio,burnout_exposure_day_ratio,burnout_risk_score_0_100,burnout_band,integrity_band,coaching_priority_band,managerial_story,therapist_name_perf,upsell_score_0_100,total_commercial_score_0_100,bonus_reward_eligibility_flag,commercial_reward_reason,top3_therapist_flag,bottom3_therapist_flag,refresh_training_required_flag,refresh_training_reason,coaching_action_recommendation
TCS_00518,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-02-01,2024-02-29,12,therapist,full_time,yes,146.94,89.78,61.1,5817.74,64.8,39.59,68.04,51.32,19.66,8.2,3.76,2.41,19.09,83.59,84.37,54.712,96.74,95.72,95.18,35.49,83.98,3.4979999999999976,0,72.98,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-02,80.2489,0.610524,0.6105240251880262,0.3193703818738321,0.0,0.0,0.0,27.23540258823529,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist E,57.51284904628882,64.47306697545886,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00519,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-03-01,2024-03-31,12,therapist,full_time,yes,148.87,87.4,58.71,5819.97,66.59,39.09,69.92,57.82,22.11,14.47,5.68,1.85,15.35,85.98,86.17,55.8445,99.13,93.93,96.3,39.965,86.075,3.145999999999999,0,74.41,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-03,92.5964,0.773732,0.7737320620756204,0.1855398142206297,0.0,0.0,0.0,27.093890823529414,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,58.53244868114849,65.67734677463167,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00520,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-04-01,2024-04-30,12,therapist,full_time,yes,153.48,82.33,53.64,5645.37,68.57,36.78,72.0,39.52,26.71,17.49,5.96,3.12,24.66,92.95,85.84,52.708,95.8,91.95000000000002,93.76,33.115,89.39500000000001,5.523999999999996,0,71.6,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-04,75.9907,0.756837,0.7568368576699941,0.1993936410707918,0.0,0.0,0.0,30.689045411764702,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,56.77873297620013,63.44830313691007,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00521,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-05-01,2024-05-31,12,therapist,full_time,yes,159.53,94.81,59.43,6106.71,64.41,38.28,67.63,56.35,15.17,9.94,3.69,3.01,27.86,91.21,92.42,54.072,98.41,96.11,93.98,35.76,91.815,2.793999999999996,0,74.29,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-05,90.4734,0.815758,0.8157579553824021,0.1510784869856267,0.0,0.0,0.0,30.33749788235294,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,55.50777676338395,63.95977721986118,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00522,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-06-01,2024-06-30,12,therapist,full_time,yes,140.9,89.11,63.24,6020.27,67.56,42.73,70.94,50.72,20.83,8.17,2.24,1.35,11.3,81.9,88.46,56.5125,94.6,92.96,97.3,35.775,85.18,5.245999999999999,0,72.95,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-06,87.1226,0.802232,0.8022319531570722,0.162169783811517,0.0,0.0,0.0,28.421335058823527,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,61.24277815026663,66.51102798264665,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00523,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-07-01,2024-07-31,12,therapist,full_time,yes,142.29,96.77,68.01,6649.07,68.71,46.73,72.15,45.79,21.65,17.53,4.14,3.59,30.47,95.92,85.85,57.968,89.83,91.81,92.82,33.72,90.885,8.062,0,72.21,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-07,85.0145,0.921113,0.921112874163436,0.064687466583827,0.0,0.0,0.0,35.471507058823526,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,62.42519813043896,66.82835897174142,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00524,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-08-01,2024-08-31,12,therapist,full_time,yes,138.55,99.18,71.58,6888.05,69.45,49.72,72.92,45.67,27.4,9.41,4.72,3.34,27.55,83.07,87.21,60.321,86.26,91.07,93.32,36.535,85.13999999999999,9.736,0,71.52,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-08,57.2113,1.06,1.0967744789270677,0.0,0.03878432087313,1.0,1.0,53.50411066666666,guarded,healthy,watchlist,schedule instability is weakening service consistency and operational reliability,Therapist E,56.75196461640783,63.397580539024304,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00525,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-09-01,2024-09-30,12,therapist,full_time,yes,138.17,84.62,61.24,5384.37,63.63,38.97,66.81,51.67,17.53,16.42,3.07,2.93,22.58,86.29,87.87,54.0845,96.6,96.89,94.14,34.6,87.08000000000001,3.190000000000002,0,73.25,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-09,84.4112,0.832455,0.8324545111125102,0.1373873873873873,0.0,0.0,0.0,31.45783247058824,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,54.683812868783626,63.038597077831,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00526,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-10-01,2024-10-31,12,therapist,full_time,yes,149.47,89.32,59.76,6146.11,68.81,41.12,72.25,39.47,25.79,9.68,2.35,2.56,24.29,83.24,85.33,54.78849999999999,98.08,91.71,94.88,32.629999999999995,84.285,4.595999999999993,0,72.12,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-10,82.4346,0.775086,0.7750854963037654,0.1844299506458168,0.0,0.0,0.0,28.345165647058824,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,60.74634465712795,65.86448956142038,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00527,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-11-01,2024-11-30,12,therapist,full_time,yes,138.82,86.22,62.11,5593.95,64.88,40.3,68.12,44.79,19.31,16.95,2.08,2.15,17.93,92.4,87.29,54.0615,95.73,95.64,95.7,32.05,89.845,3.881999999999993,0,73.1,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-11,93.674,0.623192,0.6231921140393863,0.308982457554489,0.0,0.0,0.0,22.672461176470588,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist E,60.454604357999344,66.14503239689964,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00528,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-12-01,2024-12-31,12,therapist,full_time,yes,145.31,80.35,55.3,5040.36,62.73,34.69,65.87,43.96,25.68,9.35,4.97,2.28,17.92,84.62,95.49,51.75649999999999,97.46,97.79,95.44,34.82,90.055,2.356,0,73.47,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-12,86.2483,0.860095,0.8600951189200587,0.1147220098537041,0.0,0.0,0.0,33.887733411764714,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,49.75487257483251,60.42667991615789,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00529,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-01-01,2025-01-31,12,therapist,full_time,yes,161.66,91.88,56.84,6092.56,66.31,37.69,69.63,49.39,19.85,17.51,5.38,2.37,18.25,93.28,96.66,53.4885,99.0,94.21,95.26,34.620000000000005,94.97,3.189999999999997,0,74.3,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-01,68.2728,0.81929,0.8192906020555384,0.1481816746025246,0.0,0.0,1.0,39.75134243137254,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,52.52880438793447,62.325842413363965,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00530,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-02-01,2025-02-28,12,therapist,full_time,yes,156.37,94.79,60.62,6003.05,63.33,38.39,66.5,47.66,27.03,9.71,5.39,3.55,33.46,86.69,85.78,54.58599999999999,97.22,97.19,92.9,37.345,86.235,2.946000000000001,0,73.64,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-02,86.7328,0.782115,0.7821150688548397,0.1786655462435039,0.0,0.0,0.0,29.99476988235294,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,54.60311071090845,63.16971089099965,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00531,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-03-01,2025-03-31,12,therapist,full_time,yes,144.99,85.82,59.19,5570.58,64.91,38.42,68.16,54.28,15.14,10.24,4.82,3.62,33.76,86.49,88.29,53.848,98.65,95.61,92.76,34.71,87.39,3.0199999999999925,0,73.24,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-03,81.465,0.698408,0.6984083581137277,0.2473050255917465,0.0,0.0,0.0,30.657329411764703,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,55.34694163037494,63.39881789670622,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00532,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-04-01,2025-04-30,12,therapist,full_time,yes,160.75,94.22,58.61,6504.01,69.03,40.46,72.48,52.74,17.0,14.1,2.11,3.37,26.42,91.33,93.54,55.13499999999999,99.23,91.49,93.26,34.870000000000005,92.435,4.385999999999995,0,73.71,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-04,68.2407,0.833026,0.8330260985962687,0.1369185797824753,0.0488183461921588,0.0,1.0,49.05666109803921,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,52.02709978130198,61.78440487971609,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00533,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-05-01,2025-05-31,12,therapist,full_time,yes,153.08,87.07,56.88,6033.95,69.3,39.42,72.77,51.5,16.24,9.87,4.65,1.84,16.24,87.63,93.57,54.324,99.04,91.22,96.32,33.87,90.6,4.264000000000004,0,73.31,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-05,94.1012,0.861173,0.8611736965685586,0.1138375170214508,0.0,0.0,0.0,28.970750117647057,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,60.2040640753939,66.10173524146666,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00534,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-06-01,2025-06-30,12,therapist,full_time,yes,142.25,90.53,63.64,6281.88,69.39,44.16,72.86,50.56,15.65,17.89,2.63,1.88,14.79,91.49,90.92,56.49199999999999,94.2,91.13,96.24,33.105000000000004,91.205,6.244000000000001,0,72.94,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-06,85.6799,0.78659,0.7865901711417939,0.1749959745161938,0.0,0.0,0.0,30.226412,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,63.24992383234222,67.61045810778822,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00535,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-07-01,2025-07-31,12,therapist,full_time,yes,142.26,98.83,69.47,6791.6,68.72,47.74,72.16,47.3,16.35,16.84,3.95,2.1,17.92,87.02,89.3,57.914,88.37,91.8,95.8,31.825,88.16,8.351999999999995,0,71.61,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-07,85.3251,0.869434,0.8694344057794559,0.1070637119113573,0.0,0.0,0.0,32.218258588235294,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,64.43911321441932,67.66601226793063,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00536,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-08-01,2025-08-31,12,therapist,full_time,yes,152.51,94.87,62.21,6537.49,68.91,42.87,72.36,44.35,22.52,11.0,5.01,3.4,26.77,81.63,86.45,55.9225,95.63,91.61,93.2,33.435,84.03999999999999,5.783999999999996,0,71.77,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-08,82.5319,0.845753,0.8457532258438365,0.1264824156970305,0.0,0.0,0.0,33.9962425882353,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,59.53877420861581,65.0428258147387,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00537,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-09-01,2025-09-30,12,therapist,full_time,yes,153.02,109.48,71.55,7221.3,65.96,47.19,69.26,41.75,19.17,16.23,3.41,2.5,22.7,91.58,94.11,57.26649999999999,86.29,94.56,95.0,30.46,92.845,8.159999999999997,0,72.01,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-09,47.7697,0.991912,0.9919119492410716,0.006632204266245,0.0458897718289935,1.0,1.0,58.50914188235293,guarded,healthy,watchlist,schedule instability is weakening service consistency and operational reliability,Therapist E,51.12608677242884,60.52384772483588,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00538,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-10-01,2025-10-31,12,therapist,full_time,yes,145.61,91.92,63.13,6181.62,67.25,42.45,70.61,41.36,18.56,14.52,4.62,2.45,22.66,87.89,94.34,54.621,94.71,93.27,95.1,29.96,91.115,5.297999999999993,0,72.43,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-10,94.2768,0.710529,0.710529000899756,0.2373661311914323,0.0,0.0,0.0,25.405113411764702,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,62.57569321303971,67.01013126717186,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00539,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-11-01,2025-11-30,12,therapist,full_time,yes,155.66,92.45,59.39,6004.63,64.95,38.58,68.2,51.35,26.63,9.79,4.06,3.06,23.41,81.9,87.63,55.216,98.45,95.57,93.88,38.99,84.765,3.004000000000002,0,73.83,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-11,75.2714,0.860538,0.8605379362727212,0.1143589007721217,0.0,0.0,0.0,35.215384941176474,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,53.3487463749026,62.56531050619644,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00540,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-12-01,2025-12-31,12,therapist,full_time,yes,153.9,108.13,70.26,7512.87,69.48,48.82,72.95,42.33,24.74,17.26,2.37,1.61,15.07,86.62,95.95,58.9695,87.58,91.04,96.78,33.535,91.285,8.874000000000002,0,72.38,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-12,86.595,0.891241,0.8912417958031766,0.0891816906882043,0.0,0.0,0.0,34.57897647058824,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist E,64.89938662665128,68.2656626446582,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00541,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,150.65,74.56,49.49,4227.55,56.7,28.06,59.54,44.53,18.67,13.41,3.93,3.65,30.86,87.71,85.15,46.6465,91.65,96.18,92.7,31.6,86.43,5.597999999999995,0,68.78,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-01,86.3547,0.607095,0.6070949334931408,0.3221820653425801,0.0,0.0,0.0,23.92202423529412,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist F,44.11691332057306,55.21530232631518,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00542,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-02-01,2017-02-28,12,therapist,full_time,yes,157.7,96.98,61.5,5410.51,55.79,34.31,58.58,38.09,26.85,15.61,2.43,1.32,11.32,91.23,84.26,50.7925,96.34,95.27,97.36,32.47,87.745,3.62,0,71.94,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-02,93.3716,0.645011,0.6450111071205289,0.2910909502422849,0.0,0.0,0.0,27.222137411764702,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist F,47.7205498408986,58.61930241249423,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00543,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-03-01,2017-03-31,12,therapist,full_time,yes,140.3,89.52,63.81,5347.92,59.74,38.12,62.73,51.0,15.83,11.25,3.49,2.97,24.88,87.69,86.2,53.267,94.03,99.22,94.06,33.415,86.945,3.2940000000000005,0,72.76,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-03,84.6964,0.693488,0.6934879375550986,0.2513398639459239,0.0,0.0,0.0,26.15379670588236,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist F,53.754505517802606,62.30697803479144,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00544,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-04-01,2017-04-30,12,therapist,full_time,yes,160.74,101.82,63.34,5853.63,57.49,36.42,60.36,50.89,16.79,10.23,5.6,2.95,27.65,91.19,86.46,52.4425,94.5,96.97,94.1,33.84,88.82499999999999,4.002000000000001,0,72.39,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-04,78.4005,0.6579,0.6579002630437999,0.2805218241805169,0.0,0.0,0.0,30.57194,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist F,49.1054000203028,59.58347001116654,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00545,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-05-01,2017-05-31,12,therapist,full_time,yes,146.28,74.48,50.92,4474.01,60.07,30.59,63.07,47.23,20.42,10.68,5.57,1.33,11.18,93.53,89.24,48.994,93.08,99.55,97.34,33.825,91.385,3.2140000000000017,0,72.22,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-05,89.5094,0.707303,0.7073030368067281,0.2400115873140715,0.0,0.0,0.0,25.901295529411765,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist F,48.134169318780366,58.9727931253292,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
