action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_05486,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,56.98883153858608,Retail selling score reached reward threshold under the modeled commercial framework.,5,high
MAQ_05487,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,56.98354117660767,Retail selling score reached reward threshold under the modeled commercial framework.,6,high
MAQ_05488,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.375112436268864,Retail selling score reached reward threshold under the modeled commercial framework.,7,normal
MAQ_05489,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.34584548873565,Retail selling score reached reward threshold under the modeled commercial framework.,8,normal
MAQ_05490,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.340555126757245,Retail selling score reached reward threshold under the modeled commercial framework.,9,normal
MAQ_05491,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,33.2059616938287,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows both staff retail-selling reward potential and therapist upsell reward potential.,10,normal
MAQ_05492,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,therapist_coaching,refresh_training,refresh_training,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency",protective,stabilize,31.154817741176476,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,11,normal
MAQ_05493,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,therapist_coaching,reward_recognition,reward_recognition,recognize bonus-eligible therapist and capture best-practice upsell behavior,upside,neutral,31.039175811764707,"Therapist met upsell, retail, and service-quality guardrail threshold for bonus reward.",12,normal
MAQ_05494,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.839466086904157,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,13,normal
MAQ_05495,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.810199139370937,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,14,normal
MAQ_05496,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.80490877739254,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,15,normal
MAQ_05497,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.489350767180785,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,16,normal
MAQ_05498,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.46008381964757,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,17,normal
MAQ_05499,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.45479345766917,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,18,normal
MAQ_05500,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.13923544745742,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,19,normal
MAQ_05501,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.109968499924207,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,20,normal
MAQ_05502,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.104678137945804,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,21,normal
MAQ_05503,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.82222426868905,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",22,normal
MAQ_05504,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.615873279812465,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",23,normal
MAQ_05505,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.254860141057915,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",24,normal
MAQ_05506,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,23.85014567713976,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,25,normal
MAQ_05507,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,23.18330781918643,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,26,normal
MAQ_05508,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.72172426868906,maintain and monitor treatment line performance within current operating rhythm,27,normal
MAQ_05509,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.636873279812463,maintain and monitor treatment line performance within current operating rhythm,28,normal
MAQ_05510,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.03736014105792,maintain and monitor treatment line performance within current operating rhythm,29,normal
MAQ_05511,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.903609306926672,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,30,normal
MAQ_05512,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.874342359393463,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,31,normal
MAQ_05513,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.869051997415056,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,32,normal
MAQ_05514,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,19.597724268689056,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_05515,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.224873279812464,maintain and monitor treatment line performance within current operating rhythm,34,normal
MAQ_05516,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.841724268689056,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_05517,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.706724268689054,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_05518,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.55372426868906,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_05519,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.553360141057915,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_05520,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.53122426868906,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_05521,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.37786014105792,treatment line can support commercial push without materially raising team strain,40,normal
MAQ_05522,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.153873279812466,treatment line can support commercial push without materially raising team strain,41,normal
MAQ_05523,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.03136014105791,treatment line can support commercial push without materially raising team strain,42,normal
MAQ_05524,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.900860141057915,treatment line can support commercial push without materially raising team strain,43,normal
MAQ_05525,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.793873279812466,treatment line can support commercial push without materially raising team strain,44,normal
MAQ_05526,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.743724268689057,treatment line can support commercial push without materially raising team strain,45,normal
MAQ_05527,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.712873279812463,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_05528,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.528373279812463,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_05529,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.52736014105792,treatment line can support commercial push without materially raising team strain,48,normal
MAQ_05530,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.48337327981246,treatment line can support commercial push without materially raising team strain,49,normal
MAQ_05531,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.248724268689053,treatment line can support commercial push without materially raising team strain,50,normal
MAQ_05532,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.009860141057914,treatment line can support commercial push without materially raising team strain,51,normal
MAQ_05533,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.420006447058825,No immediate refresh training trigger under current modeled threshold.,52,normal
MAQ_05534,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.340373279812468,treatment line can support commercial push without materially raising team strain,53,normal
MAQ_05535,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.09047585882353,Bottom-group therapist ranking; monitor closely and coach as needed.,54,normal
MAQ_05536,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.077809082352942,No immediate refresh training trigger under current modeled threshold.,55,normal
MAQ_05537,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.902860141057916,treatment line can support commercial push without materially raising team strain,56,normal
MAQ_05538,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.764035341176474,Bottom-group therapist ranking; monitor closely and coach as needed.,57,normal
MAQ_05539,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.241724268689058,treatment line can support commercial push without materially raising team strain,58,normal
MAQ_05540,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.560392617629516,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,59,normal
MAQ_05541,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.531125670096296,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,60,normal
MAQ_05542,2024-04,2024-04-01 00:00:00,2024-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.5258353081179,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,61,normal
MAQ_05543,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.396373279812462,treatment line can support commercial push without materially raising team strain,62,normal
MAQ_05544,2024-04,2024-04-01,2024-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.796860141057913,treatment line can support commercial push without materially raising team strain,63,normal
MAQ_05545,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.30579085927916,Retail selling score reached reward threshold under the modeled commercial framework.,1,high
MAQ_05546,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,57.2798800858618,Retail selling score reached reward threshold under the modeled commercial framework.,2,high
MAQ_05547,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,56.95567553955579,Retail selling score reached reward threshold under the modeled commercial framework.,3,high
MAQ_05548,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,56.92976476613843,Retail selling score reached reward threshold under the modeled commercial framework.,4,high
MAQ_05549,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.31268948970537,Retail selling score reached reward threshold under the modeled commercial framework.,5,normal
MAQ_05550,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,52.28677871628801,Retail selling score reached reward threshold under the modeled commercial framework.,6,normal
MAQ_05551,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,52.13425989527807,treatment line is selling into a tighter capacity environment and should be scaled carefully,7,normal
MAQ_05552,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,48.50275989527807,treatment line is selling into a tighter capacity environment and should be scaled carefully,8,normal
MAQ_05553,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,48.20456025130116,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss | Outlet commercial reward and training signals remain moderate under current modeled thresholds.,9,normal
MAQ_05554,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,40.81133410666477,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,10,normal
MAQ_05555,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,40.4612187869414,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,11,normal
MAQ_05556,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,40.11110346721805,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,12,normal
MAQ_05557,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,watchlist_coaching,watchlist_coaching,targeted coaching with schedule and recovery monitoring,protective,neutral,35.44375196862745,Bottom-group therapist ranking; monitor closely and coach as needed.,13,normal
MAQ_05558,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,31.89525989527807,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",14,normal
MAQ_05559,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,31.87547732668729,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,15,normal
MAQ_05560,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,29.14575989527807,maintain and monitor treatment line performance within current operating rhythm,16,normal
MAQ_05561,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.77704314034065,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,17,normal
MAQ_05562,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.7511323669233,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,18,normal
MAQ_05563,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.42692782061729,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,19,normal
MAQ_05564,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.40101704719993,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,20,normal
MAQ_05565,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.07681250089392,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,21,normal
MAQ_05566,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,28.050901727476564,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,22,normal
MAQ_05567,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,26.59875989527807,maintain and monitor treatment line performance within current operating rhythm,23,normal
MAQ_05568,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,26.40975989527807,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",24,normal
MAQ_05569,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,26.162259895278076,maintain and monitor treatment line performance within current operating rhythm,25,normal
MAQ_05570,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.536759895278077,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",26,normal
MAQ_05571,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.992259895278067,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",27,normal
MAQ_05572,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,24.690197145326643,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,28,normal
MAQ_05573,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.493330016713266,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",29,normal
MAQ_05574,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,24.340081825603274,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,30,normal
MAQ_05575,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,23.98996650587991,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,31,normal
MAQ_05576,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.54007364917665,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",32,normal
MAQ_05577,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,23.07327685852171,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,33,normal
MAQ_05578,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,22.952493096425396,balanced commercial and operational conditions with manageable managerial control needs | Outlet shows staff retail-selling reward potential that can be recognized and replicated.,34,normal
MAQ_05579,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,22.908759895278077,maintain and monitor treatment line performance within current operating rhythm,35,normal
MAQ_05580,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.99307364917665,maintain and monitor treatment line performance within current operating rhythm,36,normal
MAQ_05581,2024-05,2024-05-01,2024-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.951830016713267,maintain and monitor treatment line performance within current operating rhythm,37,normal
MAQ_05582,2024-05,2024-05-01 00:00:00,2024-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.84118636036317,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,38,normal
