treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.883,yes,45,45,45.0,73.0,61.64,2672.1,36.6,59.38,59.38,50.78,17.87,10.4,10.75,4.2,1.16,10.73,100.0,59.38,61.64,42.5525,4.7170000000000005,78.4,71.19,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,45,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02566,MLT_OUTLET_003,St Julians,Malta,monthly,2020-05-01,2020-05-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.288,yes,13,13,13.0,41.0,31.71,665.21,16.22,51.17,51.17,31.48,14.55,4.75,25.7,6.66,3.74,35.38,80.5,51.17,31.71,27.2475,10.455999999999998,51.4,53.39,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02567,MLT_OUTLET_003,St Julians,Malta,monthly,2020-05-01,2020-05-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.288,yes,13,13,9.75,37.75,25.83,407.94,10.81,41.84,31.38,28.73,11.36,5.24,22.96,7.23,2.19,19.3,80.5,41.84,25.83,24.3875,9.495000000000001,26.200000000000003,46.69,critical,commercial_performance,market_misalignment,risk_normal,review pricing demand leakage and treatment mix,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02568,MLT_OUTLET_003,St Julians,Malta,monthly,2020-05-01,2020-05-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.288,yes,13,13,9.75,37.75,25.83,587.08,15.55,60.21,45.16,31.24,13.13,4.38,21.33,6.09,3.7,27.93,80.5,60.21,25.83,26.7125,8.966,96.4,59.93,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02569,MLT_OUTLET_003,St Julians,Malta,monthly,2020-05-01,2020-05-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.288,yes,13,13,13.0,41.0,31.71,749.71,18.29,57.67,57.67,20.51,15.25,9.51,25.76,9.94,2.57,21.77,80.5,57.67,31.71,19.195,11.223999999999998,90.1,58.24,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02570,MLT_OUTLET_003,St Julians,Malta,monthly,2020-05-01,2020-05-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.288,yes,10,10,10.0,38.0,26.32,710.8,18.71,71.08,71.08,31.59,11.23,8.1,23.62,8.05,1.28,9.97,70.0,71.08,26.32,26.5,9.757000000000001,82.0,58.5,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02571,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.3,yes,14,14,14.0,42.0,33.33,766.36,18.25,54.74,54.74,31.91,12.88,7.45,18.46,8.71,2.91,23.77,84.0,54.74,33.33,27.1525,8.733,78.4,58.67,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02572,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.3,yes,14,14,14.0,42.0,33.33,856.66,20.4,61.19,61.19,22.42,8.1,7.58,21.14,9.56,3.64,31.72,84.0,61.19,33.33,18.84,9.937999999999999,84.7,59.55,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02573,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.3,yes,15,15,15.0,43.0,34.88,1089.9,25.35,72.66,72.66,30.78,14.59,5.35,24.73,8.49,1.94,15.43,87.5,72.66,34.88,26.7325,10.354,96.4,65.98,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,15,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02574,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.3,yes,13,13,13.0,41.0,31.71,1177.93,28.73,90.61,90.61,25.62,14.88,7.09,26.85,7.73,2.5,23.05,80.5,90.61,31.71,22.935,10.873999999999999,89.2,66.67,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02575,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.3,yes,5,5,6.25,34.25,18.25,437.85,12.78,70.06,87.57,22.68,11.24,6.97,24.82,6.43,3.7,34.97,52.5,70.06,18.25,19.819999999999997,10.115,91.0,52.93,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,5,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02576,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.3,yes,14,14,14.0,42.0,33.33,745.08,17.74,53.22,53.22,30.34,11.14,8.21,21.16,10.82,1.05,8.15,84.0,53.22,33.33,25.54,9.804,51.4,54.72,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02577,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.3,yes,14,14,10.5,38.5,27.27,436.1,11.33,41.53,31.15,27.51,15.24,7.79,24.46,7.82,2.11,16.37,84.0,41.53,27.27,24.4425,10.106000000000002,26.200000000000003,47.6,critical,commercial_performance,market_misalignment,risk_normal,review pricing demand leakage and treatment mix,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02578,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.3,yes,14,14,10.5,38.5,27.27,642.46,16.69,61.19,45.89,27.08,11.99,9.3,27.78,8.19,2.69,23.92,84.0,61.19,27.27,23.307499999999997,11.329,96.4,60.47,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02579,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.3,yes,14,14,14.0,42.0,33.33,796.18,18.96,56.87,56.87,34.24,15.59,9.66,18.29,10.65,3.28,29.11,84.0,56.87,33.33,29.5775,9.338,90.1,60.93,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02580,MLT_OUTLET_003,St Julians,Malta,monthly,2020-06-01,2020-06-30,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.3,yes,10,10,10.0,38.0,26.32,752.1,19.79,75.21,75.21,25.87,15.77,6.11,24.01,6.67,3.43,26.36,70.0,75.21,26.32,23.345,9.89,82.0,58.97,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02581,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.538,yes,26,26,26.0,54.0,48.15,1491.36,27.62,57.36,57.36,29.67,11.93,10.86,14.81,4.21,1.18,9.53,100.0,57.36,48.15,25.235,5.941999999999999,78.4,65.4,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,26,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02582,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.538,yes,24,24,24.0,52.0,46.15,1479.6,28.45,61.65,61.65,37.03,13.74,6.46,17.57,6.48,3.02,27.52,100.0,61.65,46.15,31.2075,7.819,84.7,67.63,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,24,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02583,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.538,yes,27,27,27.0,55.0,49.09,1937.25,35.22,71.75,71.75,30.35,17.34,8.77,15.89,4.99,1.61,13.04,100.0,71.75,49.09,27.097500000000004,6.586,96.4,71.43,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,27,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02584,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.538,yes,23,23,23.0,51.0,45.1,2231.69,43.76,97.03,97.03,34.44,16.24,7.64,18.79,7.52,1.22,10.11,100.0,97.03,45.1,29.889999999999997,8.136999999999999,89.2,76.24,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02585,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.538,yes,10,10,12.5,40.5,30.86,911.4,22.5,72.91,91.14,30.12,13.67,5.87,14.3,7.39,2.13,16.17,70.0,72.91,30.86,26.0075,6.933,91.0,60.98,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02586,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.538,yes,24,24,24.0,52.0,46.15,1267.44,24.37,52.81,52.81,35.61,12.75,8.66,15.21,5.91,2.43,19.72,100.0,52.81,46.15,29.895,6.821999999999999,51.4,61.39,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,24,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02587,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.538,yes,24,24,18.0,46.0,39.13,772.56,16.79,42.92,32.19,41.26,18.45,11.88,16.37,5.33,2.94,24.26,100.0,42.92,39.13,35.5575,7.098000000000001,26.200000000000003,55.61,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,24,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02588,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.538,yes,24,24,18.0,46.0,39.13,1137.12,24.72,63.17,47.38,36.77,18.82,7.3,17.31,7.92,2.14,19.92,100.0,63.17,39.13,32.2825,7.996999999999999,96.4,68.3,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,24,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02589,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.538,yes,24,24,24.0,52.0,46.15,1446.96,27.83,60.29,60.29,34.28,15.31,11.3,19.85,7.1,2.54,20.38,100.0,60.29,46.15,29.5375,8.593,90.1,67.63,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,24,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02590,MLT_OUTLET_003,St Julians,Malta,monthly,2020-07-01,2020-07-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.538,yes,19,19,19.0,47.0,40.43,1435.26,30.54,75.54,75.54,38.41,11.09,7.83,16.13,4.39,3.25,27.44,100.0,75.54,40.43,31.58,6.806,82.0,69.76,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,19,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02591,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.552,yes,26,26,26.0,54.0,48.15,1545.18,28.61,59.43,59.43,30.93,10.38,11.11,14.74,7.83,3.11,24.74,100.0,59.43,48.15,25.792499999999997,7.392999999999999,78.4,65.87,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,26,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02592,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.552,yes,25,25,25.0,53.0,47.17,1650.75,31.15,66.03,66.03,35.07,14.72,8.14,16.02,7.8,1.94,16.6,100.0,66.03,47.17,29.9825,7.534,84.7,68.7,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,25,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02593,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.552,yes,28,28,28.0,56.0,50.0,2054.64,36.69,73.38,73.38,30.98,18.67,9.19,12.29,5.04,3.14,29.54,100.0,73.38,50.0,27.9025,5.827,96.4,72.18,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,28,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02594,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.552,yes,23,23,23.0,51.0,45.1,2182.47,42.79,94.89,94.89,30.61,14.03,8.3,19.86,5.25,3.51,30.23,100.0,94.89,45.1,26.465,8.235,89.2,75.17,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02595,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.552,yes,10,10,12.5,40.5,30.86,892.2,22.03,71.38,89.22,30.27,15.77,11.38,17.94,6.02,3.36,29.14,70.0,71.38,30.86,26.645,7.86,91.0,60.64,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02596,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.552,yes,25,25,25.0,53.0,47.17,1330.25,25.1,53.21,53.21,38.53,13.6,6.65,12.7,5.88,3.61,32.99,100.0,53.21,47.17,32.2975,6.295999999999999,51.4,62.09,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,25,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02597,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.552,yes,25,25,18.75,46.75,40.11,794.25,16.99,42.36,31.77,29.45,16.16,5.81,13.09,4.58,3.36,31.87,100.0,42.36,40.11,26.127499999999998,5.972999999999999,26.200000000000003,54.23,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,25,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02598,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.552,yes,25,25,18.75,46.75,40.11,1191.75,25.49,63.56,47.67,41.12,18.94,5.4,15.63,6.85,1.47,13.27,100.0,63.56,40.11,35.574999999999996,7.037999999999999,96.4,69.17,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,25,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02599,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.552,yes,25,25,25.0,53.0,47.17,1500.25,28.31,60.01,60.01,38.93,12.19,11.1,13.07,6.01,1.15,10.41,100.0,60.01,47.17,32.245,5.954000000000001,90.1,68.39,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,25,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02600,MLT_OUTLET_003,St Julians,Malta,monthly,2020-08-01,2020-08-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.552,yes,19,19,19.0,47.0,40.43,1453.5,30.93,76.5,76.5,38.95,19.34,7.57,14.52,6.88,2.92,25.43,100.0,76.5,40.43,34.0475,7.004,82.0,70.36,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,19,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02601,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.509,yes,24,24,24.0,52.0,46.15,1395.36,26.83,58.14,58.14,31.95,15.38,6.25,19.12,4.01,3.54,31.15,100.0,58.14,46.15,27.807499999999997,7.647,78.4,65.51,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,24,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02602,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.509,yes,23,23,23.0,51.0,45.1,1466.25,28.75,63.75,63.75,35.82,10.03,7.56,18.52,5.8,1.39,12.33,100.0,63.75,45.1,29.372500000000002,7.574,84.7,67.68,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02603,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.509,yes,26,26,26.0,54.0,48.15,1911.26,35.39,73.51,73.51,30.93,19.25,5.38,14.41,5.87,3.42,29.17,100.0,73.51,48.15,28.009999999999998,6.768,96.4,71.82,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,26,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02604,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.509,yes,21,21,21.0,49.0,42.86,1989.33,40.6,94.73,94.73,31.95,15.89,11.95,14.42,7.87,3.47,29.72,100.0,94.73,42.86,27.935,7.380999999999999,89.2,75.03,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,21,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02605,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.509,yes,9,9,11.25,39.25,28.66,843.03,21.48,74.94,93.67,33.68,13.34,7.41,17.61,4.83,3.13,27.13,66.5,74.94,28.66,28.595,7.358,91.0,60.68,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02606,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.509,yes,23,23,23.0,51.0,45.1,1194.39,23.42,51.93,51.93,41.96,19.54,11.58,19.02,5.19,3.27,25.98,100.0,51.93,45.1,36.355,7.917,51.4,61.93,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02607,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.509,yes,23,23,17.25,45.25,38.12,725.19,16.03,42.04,31.53,36.55,10.41,11.79,13.79,5.04,3.57,29.51,100.0,42.04,38.12,30.014999999999997,6.3629999999999995,26.200000000000003,54.39,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02608,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.509,yes,23,23,17.25,45.25,38.12,1107.91,24.48,64.23,48.17,37.64,12.78,8.13,15.73,7.53,2.2,20.73,100.0,64.23,38.12,31.425,7.418,96.4,68.28,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02609,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.509,yes,23,23,23.0,51.0,45.1,1331.01,26.1,57.87,57.87,40.55,18.72,8.58,12.72,7.52,2.85,24.56,100.0,57.87,45.1,35.0925,6.6419999999999995,90.1,67.9,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02610,MLT_OUTLET_003,St Julians,Malta,monthly,2020-09-01,2020-09-30,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.509,yes,18,18,18.0,46.0,39.13,1324.44,28.79,73.58,73.58,32.55,19.32,7.13,16.77,4.05,3.63,29.05,98.0,73.58,39.13,29.2425,6.9719999999999995,82.0,68.22,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,18,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_02611,MLT_OUTLET_003,St Julians,Malta,monthly,2020-10-01,2020-10-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.485,yes,23,23,23.0,51.0,45.1,1317.44,25.83,57.28,57.28,35.02,18.82,5.28,17.03,7.05,3.58,28.27,100.0,57.28,45.1,30.97,7.94,78.4,65.59,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,23,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
