treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,weekly,2026-01-05,2026-01-11,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.92,no,11,11,11.0,19.0,57.89,681.12,35.85,61.92,61.92,41.18,14.5,6.7,11.4,4.1,2.8,22.4,73.5,61.92,57.89,34.51,5.209999999999999,78.4,63.96,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00138,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.97,no,13,13,9.75,17.75,54.93,678.6,38.23,69.6,52.2,44.47,16.62,10.27,6.93,3.45,1.74,13.92,80.5,69.6,54.93,37.5075,3.4619999999999997,96.4,69.59,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00139,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.97,no,13,13,13.0,21.0,61.9,833.56,39.69,64.12,64.12,49.9,26.99,14.79,7.79,3.37,2.43,19.44,80.5,64.12,61.9,44.1725,3.834,90.1,69.81,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00140,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.97,no,13,13,13.0,21.0,61.9,1014.26,48.3,78.02,78.02,40.11,19.94,13.16,6.72,2.76,2.79,22.32,80.5,78.02,61.9,35.0675,3.402,82.0,70.76,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00141,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.91,no,12,12,12.0,20.0,60.0,739.92,37.0,61.66,61.66,50.65,19.93,14.26,10.88,2.93,1.23,9.84,77.0,61.66,60.0,42.97,4.389000000000001,78.4,66.47,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00142,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.91,no,12,12,12.0,20.0,60.0,806.04,40.3,67.17,67.17,50.12,16.35,13.08,8.79,4.36,3.4,27.2,77.0,67.17,60.0,41.677499999999995,4.624999999999999,84.7,68.32,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00143,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.91,no,12,12,12.0,20.0,60.0,904.32,45.22,75.36,75.36,54.2,19.14,8.22,8.17,4.55,1.41,11.28,77.0,75.36,60.0,45.435,4.098,96.4,72.34,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00144,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.91,no,12,12,12.0,20.0,60.0,1110.12,55.51,92.51,92.51,49.54,23.08,16.19,11.29,4.18,3.42,27.36,77.0,92.51,60.0,42.925,5.324999999999999,89.2,75.09,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00145,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.91,no,7,7,8.75,16.75,52.24,635.04,37.91,72.58,90.72,52.94,12.63,14.47,9.76,3.16,3.96,31.68,59.5,72.58,52.24,42.8625,4.668,91.0,65.32,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,7,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00146,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.91,no,12,12,12.0,20.0,60.0,711.72,35.59,59.31,59.31,39.54,23.16,9.57,8.52,3.86,3.75,30.0,77.0,59.31,60.0,35.445,4.4639999999999995,51.4,61.46,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00147,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.91,no,12,12,9.0,17.0,52.94,417.12,24.54,46.35,34.76,51.73,25.51,9.83,11.68,4.61,2.42,19.36,77.0,46.35,52.94,45.175,5.371,26.200000000000003,55.54,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00148,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.91,no,12,12,9.0,17.0,52.94,632.04,37.18,70.23,52.67,39.87,13.23,14.36,7.95,3.91,1.69,13.52,77.0,70.23,52.94,33.209999999999994,3.896,96.4,67.89,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00149,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.91,no,12,12,12.0,20.0,60.0,740.4,37.02,61.7,61.7,47.63,24.65,9.83,10.7,2.85,1.95,15.6,77.0,61.7,60.0,41.885000000000005,4.454999999999999,90.1,67.71,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00150,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-16,2026-02-22,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.91,no,12,12,12.0,20.0,60.0,976.68,48.83,81.39,81.39,39.39,25.92,6.26,11.34,3.95,1.7,13.6,77.0,81.39,60.0,36.0225,4.927,82.0,70.48,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00151,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.05,no,14,14,14.0,22.0,63.64,911.68,41.44,65.12,65.12,55.51,17.61,15.21,7.12,3.48,3.4,27.2,84.0,65.12,63.64,46.035,3.8600000000000003,78.4,70.03,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00152,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.05,no,14,14,14.0,22.0,63.64,937.16,42.6,66.94,66.94,55.29,24.29,11.01,6.92,2.86,3.62,28.96,84.0,66.94,63.64,47.54,3.6580000000000004,84.7,71.48,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00153,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.05,no,14,14,14.0,22.0,63.64,1061.62,48.26,75.83,75.83,45.22,16.6,9.56,7.95,2.08,1.33,10.64,84.0,75.83,63.64,38.065,3.275,96.4,73.53,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00154,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.05,no,14,14,14.0,22.0,63.64,1254.68,57.03,89.62,89.62,46.39,18.15,14.16,5.17,1.64,3.96,31.68,84.0,89.62,63.64,39.330000000000005,2.835,89.2,76.21,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00155,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.05,no,8,8,10.0,18.0,55.56,723.36,40.19,72.34,90.42,45.02,26.07,17.34,8.8,3.17,1.27,10.16,63.0,72.34,55.56,40.2825,3.845,91.0,66.28,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,8,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00156,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.05,no,14,14,14.0,22.0,63.64,793.1,36.05,56.65,56.65,43.25,27.08,13.8,7.45,1.93,3.97,31.76,84.0,56.65,63.64,39.207499999999996,3.608,51.4,63.68,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00157,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.05,no,14,14,10.5,18.5,56.76,471.66,25.5,44.92,33.69,42.04,14.98,15.36,7.05,2.06,1.53,12.24,84.0,44.92,56.76,35.275,3.0389999999999997,26.200000000000003,56.02,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00158,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.05,no,14,14,10.5,18.5,56.76,702.52,37.97,66.91,50.18,53.36,27.92,8.09,5.23,3.54,3.65,29.2,84.0,66.91,56.76,47.0,3.361,96.4,71.57,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00159,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.05,no,14,14,14.0,22.0,63.64,868.84,39.49,62.06,62.06,52.6,15.59,8.69,8.03,2.99,1.46,11.68,84.0,62.06,63.64,43.347500000000004,3.598,90.1,70.29,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00160,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-23,2026-03-01,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.05,no,14,14,14.0,22.0,63.64,1129.24,51.33,80.66,80.66,53.59,16.25,7.55,7.37,2.76,1.27,10.16,84.0,80.66,63.64,44.255,3.2929999999999997,82.0,73.95,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,14,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00161,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.92,no,10,10,10.0,18.0,55.56,652.1,36.23,65.21,65.21,48.82,20.81,7.04,11.42,4.36,3.43,27.44,70.0,65.21,55.56,41.8175,5.42,78.4,64.72,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00162,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.92,no,10,10,10.0,18.0,55.56,669.9,37.22,66.99,66.99,46.27,13.3,8.64,9.09,3.16,3.17,25.36,70.0,66.99,55.56,38.0275,4.309,84.7,65.38,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00163,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.92,no,10,10,10.0,18.0,55.56,778.7,43.26,77.87,77.87,46.02,21.48,15.9,7.9,4.34,2.49,19.92,70.0,77.87,55.56,39.885,4.17,96.4,69.71,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00164,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.92,no,10,10,10.0,18.0,55.56,906.9,50.38,90.69,90.69,52.39,24.76,13.9,10.31,3.77,1.8,14.4,70.0,90.69,55.56,45.4825,4.5840000000000005,89.2,72.78,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00165,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.92,no,6,6,7.5,15.5,48.39,578.58,37.33,77.14,96.43,48.42,22.88,13.42,11.07,4.06,3.51,28.08,56.0,77.14,48.39,42.035,5.241,91.0,64.77,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,6,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00166,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.92,no,10,10,10.0,18.0,55.56,583.1,32.39,58.31,58.31,38.8,25.21,7.55,8.23,4.4,3.62,28.96,70.0,58.31,55.56,35.402499999999996,4.513,51.4,58.87,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00167,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.92,no,10,10,7.5,15.5,48.39,327.6,21.14,43.68,32.76,50.57,20.12,6.08,10.57,2.96,3.45,27.6,70.0,43.68,48.39,42.9575,4.7490000000000006,26.200000000000003,52.23,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00168,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.92,no,10,10,7.5,15.5,48.39,498.5,32.16,66.47,49.85,41.42,22.14,12.48,10.07,4.6,2.9,23.2,70.0,66.47,48.39,36.6,4.981,96.4,65.09,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00169,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.92,no,10,10,10.0,18.0,55.56,645.1,35.84,64.51,64.51,53.74,17.47,13.59,8.03,4.16,2.62,20.96,70.0,64.51,55.56,44.6725,4.181,90.1,66.51,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00170,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-05,2026-01-11,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.92,no,10,10,10.0,18.0,55.56,839.0,46.61,83.9,83.9,39.42,16.82,14.5,8.01,4.51,3.06,24.48,70.0,83.9,55.56,33.77,4.368,82.0,68.43,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00171,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.88,yes,10,10,10.0,18.0,55.56,599.5,33.31,59.95,59.95,39.07,25.94,17.68,10.73,3.65,2.86,22.88,70.0,59.95,55.56,35.7875,4.886,78.4,62.53,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00172,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.88,yes,10,10,10.0,18.0,55.56,708.6,39.37,70.86,70.86,38.73,12.35,9.88,11.4,3.22,3.27,26.16,70.0,70.86,55.56,32.135,5.04,84.7,65.31,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00173,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.88,yes,10,10,10.0,18.0,55.56,763.5,42.42,76.35,76.35,42.71,27.95,11.11,11.48,4.33,2.34,18.72,70.0,76.35,55.56,39.019999999999996,5.211,96.4,69.12,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00174,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.88,yes,10,10,10.0,18.0,55.56,916.6,50.92,91.66,91.66,41.87,13.32,14.17,9.05,4.55,3.08,24.64,70.0,91.66,55.56,34.732499999999995,4.696,89.2,71.28,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00175,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.88,yes,6,6,7.5,15.5,48.39,567.42,36.61,75.66,94.57,44.18,27.1,11.04,9.49,4.86,1.45,11.6,56.0,75.66,48.39,39.91,4.595,91.0,64.13,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,6,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00176,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.88,yes,10,10,10.0,18.0,55.56,576.4,32.02,57.64,57.64,44.88,26.31,8.76,9.99,3.51,3.95,31.6,70.0,57.64,55.56,40.237500000000004,4.84,51.4,59.45,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00177,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.88,yes,10,10,7.5,15.5,48.39,323.4,20.86,43.12,32.34,51.09,19.57,17.62,8.52,4.26,2.11,16.88,70.0,43.12,48.39,43.21,4.255999999999999,26.200000000000003,52.18,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00178,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.88,yes,10,10,7.5,15.5,48.39,493.2,31.82,65.76,49.32,50.78,24.18,13.51,11.87,4.51,3.31,26.48,70.0,65.76,48.39,44.13,5.576,96.4,66.08,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00179,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.88,yes,10,10,10.0,18.0,55.56,603.6,33.53,60.36,60.36,51.08,19.7,7.41,8.53,4.8,2.85,22.8,70.0,60.36,55.56,43.235,4.569,90.1,65.25,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00180,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-12,2026-01-18,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.88,yes,10,10,10.0,18.0,55.56,772.9,42.94,77.29,77.29,46.2,13.03,12.98,11.14,3.82,1.6,12.8,70.0,77.29,55.56,37.907500000000006,4.808,82.0,67.47,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,10,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00181,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.84,yes,9,9,9.0,17.0,52.94,551.16,32.42,61.24,61.24,38.13,13.16,10.71,12.39,3.9,2.37,18.96,66.5,61.24,52.94,31.887500000000003,5.361000000000001,78.4,60.94,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00182,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.84,yes,9,9,9.0,17.0,52.94,607.32,35.72,67.48,67.48,51.7,24.48,6.48,11.6,3.86,3.08,24.64,66.5,67.48,52.94,44.895,5.254,84.7,65.28,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00183,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.84,yes,9,9,9.0,17.0,52.94,686.61,40.39,76.29,76.29,40.22,19.98,13.42,9.62,3.76,3.96,31.68,66.5,76.29,52.94,35.16,4.805999999999999,96.4,67.28,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00184,MLT_OUTLET_003,St Julians,Malta,weekly,2026-01-19,2026-01-25,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.84,yes,9,9,9.0,17.0,52.94,846.18,49.78,94.02,94.02,46.22,13.41,10.21,11.44,3.3,1.98,15.84,66.5,94.02,52.94,38.0175,4.818,89.2,71.13,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,9,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
